id	name	abb	category	pmid	source	samples	species	min	max	med	avg	dev	und	cut	ovr	inc	m	f	stage	who	region	methods	results	conclusions	validated	diag	prog	pred	ther	cost	relevance	implications	effect	comments	curator
136	Alpha thalassemia/mental retardation syndrome X-linked;TERT promoter mutation	ATRX;TERT	Protein	28255664	Tissue	1206 patients from the UCSF Adult Glioma Study, the Mayo Clinic and The Cancer Genome Atlas (TCGA)	Homo Sapiens	NA									NA		II;III;IV	2016	NA	Assignment of cases into different groups ((1) Oligodendroglioma, IDH-mutant and 1p/19q-codeleted; (2) Astrocytoma, IDH-mutant; (3) Glioblastoma, IDH-mutant; (4) Glioblastoma, IDH-wildtype; and (5) Astrocytoma, IDH-wildtype);Cox proportional hazard model	Among Group 1 IDH-mutant 1p/19q-codeleted oligodendrogliomas, the TERT-WT group had significantly worse overall survival than the TERT-MUT group;in both Group 2, IDH-mutant astrocytomas and Group 3, IDH-mutant glioblastomas, neither TERT mutations nor ATRX alterations were significantly associated with survival;among Group 4, IDH-wildtype glioblastomas, ATRX alterations were associated with favorable outcomes;among Group 5, IDH-wildtype astrocytomas, the TERT-WT group had significantly better overall survival than the TERT-MUT group	esting for TERT promoter mutations or ATRX alterations may provide additional useful prognostic information	Potential	NA	Potential	NA	NA	NA	NA	NA	NA	NA	Vanessa
140	miR-320a;SND1;β-catenin	miR-320a;SND1;β-catenin	RNA;Protein	28160566	Tissue	120 A;20 normal brain tissue;391 patient sepcimen from TCGA database	Homo Sapiens	NA									NA		NA	2016	China	ISH;IHC;RT-qPCR;Western blotting;one-way ANOVA test;Student t test;Pearson correlation analysis, Kaplan-Meier method;log-rank test;Cox's proportional hazards regression model	miR-320a expression decreased in human glioma tissue;miR-320a expression inversely correlated with glioma grades and Ki-67 index, but positively correlated with patients' survival;SND1 and β-catenin expression positively correlated with glioma grades and Ki-67 index, but inversely correlated with miR-320a expression and patients' survival;miR-320a and SND1 independent predictors and β-catenin auxiliary predictor for patients' survival;miR-320a overexpression suppresses the G1/S phase transition, proliferation, migration and invasion of glioblastoma cells;SND1 and β-catenin validated as direct targets of miR-320a;miR-320a overexpression increases SND1-inhibited tumor suppressor p21WAF1 and decreases Smad2, Smad4, MMP2, MMP7 and cyclinD1, the pivotal downstream effectors of SND1 or β-catenin	potential values of miR-320a, SND1 and β-catenin as prognostic biomarkers and therapeutic candidates for malignant gliomas	Potential	NA	Potential	NA	Potential	NA	NA	NA	NA	NA	Vanessa
143	Lysosome-associatedd protein transmembrane-4 beta 35	LAPTM4B-35	DNA	28097442	TIssue	8 A;8 OD;2 OA;13 AA;3AO;43 GBM	Homo Sapiens	NA									NA		II;III;IV 	2007	Japan	Immunohistochemical assessment	LAPTM4B-35 expression score of Grade II gliomas was lower than those of Grade III–IV gliomas, while the difference between Grade III and IV gliomas was not statistically significant;of the 43 patients with glioblastoma (GBM), 27 (62.8%) had high LAPTM4B-35 expression, which was associated with high tumor micro-vessel density and pAkt activation;the median progression-free survival (PFS) of GBM patients with high LAPTM4B-35 expression was 5.13 months;significantly shorter than that of those with low LAPTM4B-35 expression;median overall survival (OS) of GBM patients with high LAPTM4B-35 expression was 12.5 months, again significantly shorter than that of those with low LAPTM4B-35 expression (29.6 months);multivariate analysis indicated LAPTM4B-35 to be an independent prognostic factor for PFS and OS of GBM patients	LAPTM4B-35might be strongly associated with tumor proliferation, tumor angiogenesis and poor outcomes of GBM patients, suggesting LAPTM4B-35 to potentially be applicable as a novel prognostic marker and even to possibly play a role in improving GBM treatment	Potential	NA	Potential	NA	NA	NA	NA	NA	NA	LAPTM4B-35 might have clinical potential as a prognostic factor for GBM	Vanessa
145	Hypoxia-inducible factor-1;Notch;Aspartate-β-hydroxylase	HIF-1α;Notch;ASPH	Protein	27981247	Tissue	37 A	Homo Sapiens	NA									NA		II;III;IV	2011-2012	USA	Immunohistochemical assessment;mRNA expression analysis	The highest grade astrocytoma, i.e. GBM was associated with the highest levels of ASPH and HIF1α, and both proteins were more abundantly distributed in hypoxic compared with normoxic regions of tumor;mining of the TCGA database revealed higher levels of ASPH expression in the mesenchymal subtype of GBM, which is associated with more aggressive and invasive behavior. In contrast, lower grade astrocytomas had low expression levels of ASPH and HIF1α	increased ASPH expression could serve as a prognostic biomarker of gliomas and may assist in assigning tumor grade when biopsy specimens are scant	Potential	NA	Potential	NA	NA	NA	NA	NA	 GBM treatment strategies could be made more effective by including small molecule inhibitors of ASPH	NA	Vanessa
146	PPARa 	PPARa 	Protein	27926792	Tissue	NA	Homo Sapiens	NA									NA		NA	NA	NA	Immunoblotting;RT-qPCR;immunohistochemical assessment;Mann–Whitney test;Fisher’s exact test;Kaplan-Meier method; log-rank test	PPARa significantly overexpressed in GBM;gene expression was found to be enriched in the classical glioblastoma subtype within TCGA dataset;although not associated with overall survival when assessed by immunohistochemistry, cross-validation with the TCGA dataset and multivariate analyses identiﬁed PPARA gene expression as an independent prognostic marker for overall survival;hierarchical clustering revealed novel, signiﬁcant associations between high PPARA expression and a putative set of glioblastoma molecular mediators including EMX2, AQP4, and NTRK2	PPARa is overexpressed in primary glioblastoma and high PPARA expression functions as an independent prognostic marker in the glioblastoma TCGA dataset; further studies are required to explore genetic associations with high PPARA expression and to analyse the predictive role of PPARa expression in glioblastoma models in response to PPARa agonists	Potential	NA	Potential	NA	NA	NA	NA	NA	NA	NA	Vanessa
150	 Phospholipase C beta 1	PLCβ1	Protein	26614510	Tissue	Gene Expression Omnibus (GEO-GDSxxx), The Cancer Genome Atlas (TCGA), and the Repository for Molecular Brain Neoplasia Data (REMBRANDT) 	Homo Sapiens	NA									NA		NA	NA	NA	Immunohistochemical assessment,Kaplan-Meier method	PLCβ1 expression is significantly higher in grade III gliomas than that in grade IV gliomas from GDS1815 (n=24 vs. 76), GDS1962 (n=19 vs. 81), and GDS1975 (n=26 vs. 59);in GDS1815, PLCβ1 expression correlates with several known proneural (PN) signature genes;its expression from PN subtype (n=15) is significantly higher than that from mesenchymal (Mes) subtype (n=33) HGG;in GDS1962, PLCβ1 expression is the highest in nontumor brain tissue (n=23) and is significantly higher than its expression in grade II gliomas [A (n=7) and O (n=37)];Kaplan-Meier survival curve from a REMBRANDT cohort demonstrates that glioma patients with intermediate PLCβ1 expression(n=103)survived significantly longer than PLCβ1 downregulated (2X) groups (n=226);From TCGA data, PLCβ1 RNA-Seq signal inversely correlates with the pathological grades, and PLCβ1 expression in PN ( n=8)is of significantly higher levels than that in Mes (n=8) subtypes of glioblastoma;top 50 % of PLCβ1 expression subgroup (n=294) of gliomas (grades II to IV merged) survived significantly longer than the low 50 percentile of the PLCβ1 expression subgroup (n=293)	PLCβ1 isa candidate signature gene for PN subtype HGG, and its expression inversely correlates with glioma pathological grade and is a potential prognostic factor	Potenital	NA	Potential	NA	NA	NA	NA	NA	NA	NA	Vanessa
154	miRNA-203	miR-203	RNA	27705947	Tissue	420 GBM+438 LGG samples from TCGA (must have miR-203, STAT1 and clinical data)	Homo Sapiens	NA									NA		NA	NA	NA	Microarray;ANOVA;post-hoc least significant difference analysis;student’s t-test	miRNA203 expression correlates with patient survival;STAT1 is functional target of miRNA-203;ectopic miRNA203 expression in vivo inhibites tumorigenesis	miR203 acts as tumor suppressorby suppressing STAT1;miRNA-203 may serve as predictive biomarker and potential therapeuthic agent in patients with low miR-203 expression	Potential	NA	NA	Potential	NA	NA	NA	NA	NA	NA	Vanessa
157	Paxilin	PXN	Protein	27637748	Tissue	325 glioma samples from CGGA	Homo Sapiens	NA									NA		II;III;IV	NA	China	Immunohistochemical assessment;Kaplan-Meier method;Cox analysis	PXN overexpression was signiﬁcantly associated with high-grade glioma as well as the higher mortality in survival analysis;PXN also served as an independent prognostic biomarker in glioblastoma patients;functional assays showed that PXN contributed to glioma cell proliferation and invasion	: PXN plays as an oncogene in glioma progression and suggests a new potential biotarget for therapy	Concrete	NA	YES	NA	NA	NA	NA	NA	NA	NA	Vanessa
162	Decoy receptor 3	DcR3	Protein	27510663	Tissue	38 AA (12 DA;10 AA;16 GBM) (no surgery, radiotherapy, radiosurgery, or chemotherapy)	Homo Sapiens	NA									NA		II;III;IV	NA	China	Immunohistochemical assessment;binary logisitc regression method	expression of TLR4 and DcR3 significantly higher in GBM than in AA;DcR3 can discriminate AA from GBM with high sensitivity (93.8%), specificity (90%), and accuracy (92.3%)	DcR3 may be a useful marker for discriminating anaplastic astrocytomas from glioblastomas	Potential	Potential	NA	NA	NA	NA	NA	NA	NA	NA	Vanessa
163	Neuropilin-plexin-A1	Plexin-A1	Protein	27506939	Tissue	Slides of gliomas tissue arraysobtained from US Biomax (BS17016a/GL2083a/GL806b/GL803a/CNS801)	Homo Sapiens	NA									NA		NA	NA	NA	Tissue array;RT-qPCR	Plexin-A1 highly expressed in GBM;highet expression level correlates with worse survival	creening Plexin-A1 expression and targeting Plexin-A1 in glioblastoma patients exhibit diagnostic and therapeutic value	Concrete	YES	NA	NA	YES	NA	NA	NA	NA	NA	Vanessa
168	Epidermal growth factor receptor;pMAPK;4E-BP1;p4E-BP1;pS6;eIF4E;peIF4E	EGFR;pMAK;4E-BP1;p-4E-BP1;pS6;eIF4E;peIF4E	Protein	27440383	Tissue	19 A;25 AA;60 GBM;15 cases of reactive gliosis	Homo Sapiens	NA									NA		II;III;IV	2007	Spain	Immunohistochemical assessment;PCR;chi- square;Student’s t;Pearson correlation;Spearman’s rho;Mann–Whitney; ROC;Kaplan– Meier method	 significant increase was observed between grades for expression of total and phosphorylated 4E-BP1 and for eIF4E, Ki67, EGFR, and cyclin D1;expression of EGFR, eIF4E, and Ki67 correlates with survival;only peIF4E was an independent predictor of survival in the multivariate analysis	 cell signaling pathways are activated in DIAs; peIF4E is an independent prognostic factor and a promising therapeutic target	Concrete	Potential	NA	NA	NA	NA	NA	NA	NA	NA	Vanessa
169	microRNA-124a;microRNA-129;microRNA-139;microRNA-15b;microRNA-21;microRNA-218;microRNA-7	miR-121a;miR-129;miR-139;miR-15b;miR-21;miR-218;miR-7	RNA	27438144	Tissue	495 GBM+10 unmatched non-tumor samples (from TCGA);34 glioma specimen+10 normal brain tissue	Homo Sapiens	NA									NA		NA	NA	China	Microarray;log-rank test;Kaplan-Meier method;LASSO model	miRNAs have prognostic and prognostic accuracy;verified by independent set of glioma samples from the Affiliated People’s Hospital of Jiangsu University 		Potential	YES	NA	YES	NA	NA	NA	classifier could be used  in the stratification and individualized management of patients with glioma	NA	NA	Vanessa
